1;0;3341.00;11.80;68.00;0.00;1.24
2;0;2216.00;10.70;86.00;0.00;1.48
3;0;4139.00;10.72;1994.00;0.00;1.32
4;0;1273.00;13.82;209.00;0.00;0.88
5;0;2337.00;11.10;1956.00;0.00;0.96
6;0;393.00;10.90;131.00;0.00;1.24
7;0;883.00;12.65;126.00;0.00;1.32
8;0;2641.00;11.85;2027.00;0.00;1.00
9;0;3046.00;12.50;2028.00;0.00;1.20
10;0;1817.00;10.62;62.00;0.00;1.56
11;0;2590.00;11.75;113.00;0.00;1.24
12;0;4066.00;11.10;1953.00;0.00;1.08
13;0;5221.00;12.50;19.00;0.00;0.92
14;0;1967.00;11.57;80.00;0.00;1.56
15;0;2829.00;13.90;297.00;0.00;0.92
16;0;684.00;11.22;57.00;0.00;1.32
17;0;1501.00;11.35;142.00;0.00;1.20
18;0;3124.00;12.50;2017.00;0.00;1.36
19;0;2152.00;12.37;24.00;0.00;1.16
20;0;2260.00;10.35;58.00;0.00;1.32
21;0;2390.00;11.95;63.00;0.00;1.12
22;0;1913.00;11.02;2032.00;0.00;0.80
23;0;2918.00;11.17;2016.00;0.00;1.20
24;0;1945.00;11.12;1966.00;0.00;1.52
25;0;2903.00;12.92;149.00;0.00;1.28
26;0;4491.00;10.62;29.00;0.00;1.28
27;0;3049.00;11.35;253.00;0.00;1.00
28;0;1117.00;11.60;219.00;0.00;1.00
29;0;627.00;11.85;83.00;0.00;1.52
30;0;1503.00;13.30;85.00;0.00;1.28
31;0;4321.00;12.15;28.00;0.00;1.20
32;0;5057.00;11.60;65.00;0.00;1.28
33;0;4975.00;12.87;16.00;0.00;0.84
34;0;3575.00;11.97;1991.00;0.00;1.36
35;0;1399.00;10.30;69.00;0.00;1.36
36;0;3986.00;12.55;26.00;0.00;1.20
37;0;4816.00;11.10;49.00;0.00;1.32
38;0;3095.00;11.97;249.00;0.00;1.04
39;0;4327.00;10.60;2022.00;0.00;1.20
40;0;838.00;11.30;82.00;0.00;1.16
41;0;135.00;10.70;34.00;0.00;1.44
42;0;3688.00;12.05;35.00;0.00;1.36
43;0;3338.00;13.00;2027.00;0.00;1.08
44;0;2803.00;9.72;784.00;0.00;0.24
45;0;2883.00;9.75;603.00;0.00;0.28
46;0;2832.00;10.50;1917.00;0.00;1.16
47;0;2660.00;12.80;171.00;0.00;0.96
48;0;1706.00;11.82;215.00;0.00;1.00
49;0;1972.00;11.90;16.00;0.00;0.84
50;0;1858.00;11.57;120.00;0.00;1.08
51;0;4685.00;12.02;2020.00;0.00;1.20
52;0;4374.00;13.10;16.00;0.00;0.96
53;0;2934.00;13.85;96.00;0.00;1.28
54;0;779.00;11.20;76.00;0.00;1.24
55;0;3530.00;12.30;2012.00;0.00;1.40
56;0;1513.00;13.20;35.00;0.00;1.28
57;0;1158.00;10.90;233.00;0.00;1.16
58;0;1257.00;11.30;249.00;0.00;0.92
59;0;2761.00;15.00;721.00;0.00;0.28
60;0;1626.00;11.97;246.00;0.00;1.08
61;0;4689.00;10.70;1964.00;0.00;1.16
62;0;1116.00;13.37;85.00;0.00;1.36
63;0;2732.00;13.80;281.00;0.00;1.00
64;0;4575.00;10.77;1871.00;0.00;0.88
65;0;2791.00;13.55;331.00;0.00;1.00
66;0;1696.00;12.10;125.00;0.00;1.12
67;0;2714.00;13.27;165.00;0.00;1.32
68;0;795.00;10.70;188.00;0.00;1.12
69;0;480.00;10.60;232.00;0.00;0.76
70;0;4357.00;10.50;1973.00;0.00;1.24
71;0;3459.00;11.05;102.00;0.00;1.08
72;0;2916.00;11.60;29.00;0.00;1.40
73;0;1451.00;12.90;114.00;0.00;1.28
74;0;2710.00;11.90;1958.00;0.00;1.12
75;0;3288.00;10.77;193.00;0.00;1.04
76;0;1670.00;11.40;1991.00;0.00;1.20
77;0;2823.00;10.70;399.00;0.00;0.64
